id,title,type,content,datetime,language
940,two are better than one,2,you can call me up in the night will pray till you win the fight we re more than friends we walk together through any weather we sharpen each other chorus ll be there when you call lift you up when you fall two are better than one you will pray when weak help me back on my feet two are better than one two are better than one when start to cross the line you just seem to read my mind and then you bust me then turn around and trust me come to the rescue ll do the same for you don want to go solo it always better with two just want someone to lift me up to pray and help me get through,2017-05-15 03:05:23.573236,en
941,where the love lasts forever,2,your mercy found me upon the broken road and lifted me beyond my failing into your glory my sin and shame dissolved and now forever yours ll stand pre chorus in love never to end to call you more than lord glorious friend chorus so throw my life upon all you are cause know you gave it all for me and when all else fades my soul will dance with you where the love lasts forever bridge and forever will sing lord forever will sing of how you gave your life away just to save me lord you saved me with you where the love lasts forever,2017-10-05 01:32:36.413271,en
942,sincerely yours,2,ve lived in my own way and found that there price to pay and felt the emptiness without your tenderness now before you confess chorus here is all have to give offer up this life live am sincerely yours now in all sincerity give you all of me jesus am sincerely yours this prodigal is standing here now with all my senses clear for all you gave to me spent it foolishly you ve been waiting patiently now feel the weight on me is lifting you ve washed away the past and now there is new day dawning as long as keep holding as long as keep holding fast am sincerely yours sincerely yours,2017-07-06 06:22:05.641236,en
943,consuming fire,2,there must be more than this breath of god come breathe within there must be more than this spirit of god we wait for you fill us anew we pray fill us anew we pray chorus consuming fire fan into flame passion for your name spirit of god fall in this place lord have your way lord have your way with us come like rushing wind clothe us with power from on high now set the captives free leave us abandoned to your praise lord let your glory fall lord let your glory fall stir it up in our hearts lord stir it up in our hearts lord stir it up in our hearts lord passion for your name,2018-08-27 18:30:45.132272,en
944,thnik on these things,2,in solitary time the thoughts run through my mind some from the very throne some origins unknown know there danger waiting thoughts held in captivity the vain imaginations that long to be set free hold the key with thoughts of purity chorus whatever things are pure and true want to think on these things whatever things are filled with virtue think on these things when my mind begins to stray want to think the other way think on these things think on these things into the conscious flow the tributaries go the source from which they start abundance of the heart my mind has mind of its own choosing negativity only the thoughts of virtue withhold the raging sea turn the tide by choosing to abide whatever things are honest whatever things are just whatever things are lovely will put my trust in the things that never cease to keep my heart in perfect peace,2018-01-03 06:12:59.310086,en
945,more than life,2,stand by everything you said stand by the promises we made let go of everything ve done ll run into your open arms and all know love you more than life love you more than life fall back on everything you ve done fall back on everlasting arms when all the world is swept away you are all the things need you re the air breathe how can it be you were the one on the cross lifted for all our shame how can it be the scars in your hands are for me you are the king of all,2018-02-19 18:26:10.120633,en
946,for all your worth,2,hold on to life for all you re worth you know he died for all you re worth he loves you you have the greatest value he gave his life for all for all you re worth by this time you know the story there nothing there you haven heard you can cross the line of knowing and your heart believing his word do you think he brought you this far just to leave you wondering where and who you are just think back to where it began jesus called you name and then you just took his hand even gold still needs refining burning off impurities even diamonds grow in value when they re cut so carefully there no life beyond his repair you will find him waiting just beyond prayer he invested all that he had don you think it hurts him inside to see you sad he has his eye on you you have the greatest value he gave his life for all for all you re worth for all you re worth,2018-04-27 22:12:24.109806,en
947,jesus blood,2,jesus blood never fails me jesus blood never fails me jesus blood never fails me jesus blood jesus blood sing your songs of freedom praise the god of heaven love that never fails me jesus blood jesus blood,2017-10-14 00:02:49.612822,en
948,we hold our hearts out to you,2,here we are gathered once again under your name thinking of the ways we all have caused you shame but we can find consolation in the things that you said we are all bound in our hearts by common thread we look to you who made us one to give us strength and bring our hearts back to where we ve begun chorus so together we hold all our hearts out to you and we all can believe you know just what to do heal and forgive us make us all just like new jesus we hold our hearts out to you jesus we hold our hearts out to you sometimes we forget what it is that brings us here sometimes we forget what it means to be sincere and there are times we are bothered when we don seem to feel then we all focus on the one who makes things real we look around and we feel strong we feel your presence then we know that this is where we belong and when we hold out all our lost and shattered dreams you will be binding every heart with broken seams with warm and loving hand you understand,2017-12-28 15:11:54.409237,en
949,shine for you,2,look across the world and let us shine for you lord the whole world is yours and want to live for you one thing know is that you ve changed my life give you my all all you are is good give you my heart god it only you seek give you my praise cause believe in you look across the world and let us shine for you lord the whole world is yours and want to live for you god all that know is that you ve changed my life give you my all and all you are is good carry the lost make my prayer in this life real carry my cross hold on til see you look across the world and let us shine for you lord the whole world is yours and want to live for you god and want to live want to love you more want to be used father in all of the world may your word be heard may it stay on my lips to live what speak until your kingdom come look across the world and let us shine for you and let us shine for you look across the world and let us shine for you lord the whole world is yours and want to live for you look across the world and let us shine for you lord the whole world is yours and want to live for you and want to live for you and want to live for you,2017-11-29 02:40:43.314678,en
950,soldier,2,can nobody stop me now cause part of the army now praise the lord is what wanna shout even in crowd gonna sing it loud you can see what you want to see but know what he done for me every day can feel his power cause the spirit of the lord he lifts me higher all the world can stop can stop him all the world can stop can stop him now my god is the strongest tower turn to him in the scary hour even when it gets harder now all wanna do is just praise him louder keep singing til my voice run out keep running til he lifts me out keep singing it cause can stop oh can stop you got the give yourself up you got to lose your pride you got to see it different open up your spiritual eyes the devil wants you beaten he wants you lying cheating but that won last much longer my dad is bigger stronger sound off sound off bring it on down,2018-02-19 09:56:59.111437,en
951,all day,2,verse don care what they say about me it all right all right don care they think about me it all right they ll get it one day pre chorus love you ll follow you you are my my life will read my bible and pray will follow you all day verse don care what it costs anymore cos you gave it all and following you don care what it takes anymore no matter what happens going your way pre chorus chorus all day all day now all day ll follow you verse pre chorus chorus bridge anyone around can see just how good you ve been to me for all my friends that don know you pray that you would save them too chorus,2018-08-16 10:31:01.448489,en
952,all about you,2,hear our praises hear your people sing hear our hearts cry your love is everything and all will hear this sound as the nations turn to you and this will be our anthem cause we re all about you and the world you promised and all we have will give you praise cause we re all about you and the world can stop us living your way always let our hearts break as we praise your name let the earth shake this is the sound of faith and all will hear this sound as the nations turn to you and this will be our anthem cause we re all about you and the world you promised and all we have will give you praise cause we re all about you and the world can stop us living your way always and the walls will fall down and religion will break and the nations will hear this shout can you hear the sound of faith cause we re all about you cause we re all about you x cause we re all about you and the world you promised and all we have will give you praise cause we re all about you and the world can stop us living your way always cause we re all about you cause we re all about you x and all the walls are falling down as all the nations praise and all the world will hear this shout can you hear the sound of faith x,2018-03-24 16:22:20.366445,en
953,free,2,verse would you believe me if said that we are the ones who can make the change in the world today would you believe me if said that all of your dreams in your heart can come true today would you believe me if said that life could be all that you want it to be today chorus and if had wings would fly cause all that need you are and if the world caved in around me to you still hold on cause you re all that believe and the one that created me jesus because of you free verse would you believe me if said that god can make miracles happen today would you believe me if said that you dont need to wait for the answers before you step out in faith would you believe me if said that nothing is ever impossible for god bridge just live your life with god inside you wont regret one moment of it and give all that you can for god for god,2018-12-12 02:16:39.956467,en
954,unify,2,you reached out and rescued me answer to my dreams and love hung on cross so we could meet calmed my restlessness words fail to express there nowhere would rather be than with you the whole earth falls to its knees at the sound of your beautiful name and all the voices in the world unify today to bring you this song of praise call on you my king you open your arms to me and embrace me like father to child and all the voices in the world unify today to bring you this song of praise,2018-12-08 20:06:45.542056,en
955,all,2,verse you re the one who gives me shelter and you re the light that leads me home you re the love that gave forever lord you re all that know chorus and all that am unto you surrender lord there is none like you and know that stand in the arms of forever lord there is none like you there is none like you verse with the world upon your shoulders lord you gave your life away if the world know was over know have life in the price you paid bridge and will stand and will worship you forever for all you are and will stand and all to you will surrender ll worship you forever,2017-02-25 22:59:20.566669,en
956,to the ends of the earth,2,love unfailing overtaking my heart you take me in finding peace again fear is lost in all you are and would give the world to tell your story cause know that you ve called me know that you ve called me ve lost myself for good within your promise won hide it won hide it jesus believe in you and would go to the ends of the earth to the ends of the earth for you alone are the son of god and all the world will see that you are god you are god,2018-02-15 09:58:07.454751,en
957,need you here,2,need you here need you here you re like the rain that falls fall on this heart and make me new look to you look to you your re king above the earth and you have put heaven in my heart only want to be where you are chorus holy holy is the lord king of glory forever saviour of the world look to you look to you your re king above the earth and you have put heaven in my heart only want to be where you are chorus holy holy is the lord king of glory forever saviour of the world holy holy is the lord king of glory forever saviour of the world though mountains maybe moved and fall into the raging seas you ll never let me fall you hold me in your nail scarred hands only want to be where you are only want to be where you are only want to be where you are holy holy is the lord king of glory forever saviour of the world holy holy is the lord king of glory forever saviour of the world holy holy is the lord king of glory forever saviour of the word,2019-01-14 08:14:13.433471,en
958,glory,2,verse great is the lord god almighty great is the lord on high the train of his robe fills the temple and we cry out highest praise pre chorus glory to the risen king glory to the son glorious son chorus lift up your heads open the doors let the king of glory come in and forever be our god verse holy is the lord god almighty holy is the lord on high let all the earth bow before you and crown you lord of all,2018-01-19 09:06:10.649286,en
959,father i,2,majesty wonderful holy lord emmanuel prince of peace righteous one sacrafice crowned as king chorus father adore you live each day for you jesus love you give my life to you,2018-10-02 10:38:20.803640,en
960,my god,2,your faithful love has always been there for me the greatest love that have ever known what can give to you for all you ve given to me you gave it all and you are all need you are my king you are my god the praises bring come from my heart this is for you for all you ve done for me and wanted to show you how much you mean my god my god,2018-05-01 08:52:21.861280,en
961,now that you're near,2,verse stand before you lord and give you all my praise your love is all need jesus you re all need verse my life belongs to you you gave your life for me your grace is all need jesus you re all need pre chorus hold me in your arms never let me go wanna spend eternity with you chorus and now that you re near everything is different everything so different lord and know not the same my life you ve changed and wanna be with you wanna be with you bridge and will sing for you always cause in your presence god is where wanna stay,2018-03-17 12:03:27.517877,en
962,am i to believe,2,am to believe that god would give his son am to believe that the world was bought with love am to believe that stranger died for me am to believe that saviour set me free cause have felt the cold rain run down my face ve seen the sun rise up as the night turns to day ve heard the laughter as the children play but above all just live to say that chorus yeah oh yeah believe in the god of love yeah oh yeah believe in the risen son am to believe that the sick shall overcome am to believe that my freedom has been won believe in you,2018-09-15 19:19:46.943998,en
963,song of freedom,2,song of freedom is on my lips today today sing about the one love today today all can see is your mercy all can feel is your grace your love is so wonderful let all the people sing that our god reigns above all,2017-06-22 03:06:13.941989,en
964,better than life,2,better than the riches of this world better than the sound of my friend voices better than the biggest dreams of my heart and that just the start better than getting what say need better than living the life that want to better than the love anyone could give your love is you hold me now in your arms and never let me go you oh lord make the sun shine and the moon light in the night sky you give me breath and all your love give my heart to you because can stop falling in love with you ll never stop falling in love with you can stop falling in love with you ll never stop falling in love with you,2018-05-21 11:39:49.037535,en
965,glory,2,verse great is the lord god almighty great is the lord on high the train of his robe fills the temple and we cry out highest praise pre chorus glory to the risen king glory to the son glorious son chorus lift up your heads open the doors let the king of glory come in and forever be our god verse holy is the lord god almighty holy is the lord on high let all the earth bow before you and crown you lord of all,2017-02-10 01:08:47.398952,en
966,shout your fame,2,verse some say you re just good man some say you were kind some say you are in the grave but say you re alive verse some say you re just prophet some say you were wise some say you were just man but say you are god you are my god chorus will shout your fame to all the earth will lift your name on high and the world will know your greatness you are my god will shout your fame verse know you re the messiah you gave your life for me and know you re the only way jesus you are god you are my god chorus will shout your fame to all the earth will lift your name on high will show the world your greatness you are my god jesus will shout your fame to all the earth will lift your name on high will show the world your goodness as live life that shouts your fame as live life that shouts your fame bridge jesus decide to live live life that shouts your fame shout your fame x shout your fame shout your fame shout your fame shout your fame,2018-02-03 17:48:45.067463,en
967,exceeding joy,2,have found exceeding joy jesus answered when called this name that has saved me pure love that embraced me mercy grace eternal life bought from darkness to his light while lost in my sin he raised me and made me live my soul magnifies the lord my heart joys in god my saviour for he lifts the lowly he done great things for me will sing praising evermore he is mighty and holy is his name will lift my head up high praising jesus through each trial though have not seen him love him completely,2017-06-10 06:39:24.157721,en
968,everliving god,2,everliving god maker of all the earth ever lasting king our eternal praise belongs to you all of the honour all of the glory to you you are wonderful marvellous forever beautiful prince of peace faithful one forever everliving god maker of all the earth ever lasting king our eternal praise belongs to you all of the honour all of the glory to you take this place of all honour take the place above all thrones take the place of all power you are the one glorious,2017-04-08 04:14:05.405300,en
969,need you here,2,need you here need you here you re like the rain that falls fall on this heart and make me new look to you look to you your re king above the earth and you have put heaven in my heart only want to be where you are chorus holy holy is the lord king of glory forever saviour of the world look to you look to you your re king above the earth and you have put heaven in my heart only want to be where you are chorus holy holy is the lord king of glory forever saviour of the world holy holy is the lord king of glory forever saviour of the world though mountains maybe moved and fall into the raging seas you ll never let me fall you hold me in your nail scarred hands only want to be where you are only want to be where you are only want to be where you are holy holy is the lord king of glory forever saviour of the world holy holy is the lord king of glory forever saviour of the world holy holy is the lord king of glory forever saviour of the word,2018-10-08 04:23:56.883293,en
970,my hope,2,you are righteous you love justice and those who honour you will see your face will arise and lift my eyes to see your majesty your holiness and all am will bless you my hope is in the name of the lord where my help comes from you re my strength my song my trust is in the name of the lord will sing your praise you are faithful,2017-01-04 11:21:41.937823,en
971,to the ends of the earth,2,love unfailing overtaking my heart you take me in finding peace again fear is lost in all you are and would give the world to tell your story cause know that you ve called me know that you ve called me ve lost myself for good within your promise won hide it won hide it jesus believe in you and would go to the ends of the earth to the ends of the earth for you alone are the son of god and all the world will see that you are god you are god,2017-05-17 10:19:21.723289,en
972,free,2,would you believe me would you listen if told you that there is love that makes way it ll never hold you back so wont you break wont you break free get up and dance in his love so wont you break wont you break free get up and dance in his love who would have thought that god would give his one and only son taking stand upon the cross to show his perfect love so wont you break wont you break free get up and dance in his love so wont you break wont you break free get up and dance in his love his love never ending there no escaping the truth there no mistaking it you god forever we ll get up and dance get up and dance and praise you theres no escaping your light theres no mistaking your love across the world we will get up and dance get up and dance and praise you now is the time to take this freedom that has come our way offer our lives to see the glory of his name so wont you break wont you break free get up and dance in his love so wont you break wont you break free get up and dance in his love his love never ending living all our days we are holding on holding on to all your ways we are holding on holding on to all you say and you ve done we are holding on to your love now we will dance so won you break free won you break free get up and dance wont you break free his love never ending,2018-07-26 19:52:51.775931,en
973,still,2,hide me now under your wings cover me within your mighty hand when the oceans rise and thunders roar will soar with you above the storm father you are king over the flood will be still and know you are god find rest my soul in christ alone know his power in quietness and trust,2018-11-09 16:54:55.682643,en
974,angels,2,the holiest place there could ever be all you can do is bow before the one who made heaven and earth before the almighty god for him alone sing with the angels sing with the angels singing the name of the lord singing the name of the lord for every soul he gave it all given for all of mankind eternal life is his alone given to all who believe in him alone,2017-09-24 18:00:17.775385,en
975,can't stop praising,2,try to find the words to express the way you are but the beauty of the lord cannot be described in just one lifetime look at the sun over the seas look at your grace that covers me now know yes know now know know your love has saved me in the morning can stop praising your name in the evening can stop praising your name in the morning can stop praising your name in the evening can stop and want you to know yes want you to know oh yes lord you re so amazing every word you say is true better than the finest treausre so glad that found you you held me close when was down your world has turned my world around now know yes know now know know how much love you hallelujah we praise your name we praise your name,2017-07-19 20:50:12.216454,en
976,you are lord,2,you are my light and salvation whom shall fear you are the strength of all my days of whom shall be afraid though war may rise against me of this will be sure that will bless the lord forever ll bless your holy name yes will bless the lord forever ll bless your holy name lord it is you desire it you that seek to live with you in your house forever beholding your beauty and in the time of trouble of this will be sure you ask me who do say that you are and say that you are the christ son of the living god,2017-08-04 17:26:24.104406,en
977,highest,2,your love lord is like the oceans deeper than endless seas your faithfulness is like the mountains and your word never fails glory to god let every heart sing glory to god in the highest let us adore wonderful saviour crown him forever our king x,2019-01-08 09:33:30.947955,en
978,blessed,2,blessed are those who dwell in your house they are ever praising you blessed are those whose strength is in you whose hearts are set on our god and we will go from strength to strength until we see you face to face hear our prayer lord god almighty come bless our land as we seek you worship you for you are holy for you are holy for you are holy lord,2019-01-15 23:22:30.631841,en
979,now that you're near,2,stand before you lord and give you all my praise your love is all need jesus you re all need my life belongs to you you gave your life for me your grace is all need jesus you re all need hold me in your arms never let me go wanna spend eternity with you and now that you re near everything is different everything so different lord and know not the same my life you ve changed and wanna be with you wanna be with you and will sing for you always cause in your presence god is where wanna stay,2019-01-15 15:48:13.636661,en
980,shout of the king,2,give you praise for you deserve it give you praise for what you ve done give you praise for you are able ll give you praise til overcome give you praise when the sun is shining give you praise in the dark of night give you praise when the battle rages give you praise til it works out right the shout of the king is among us god lives here in our praises the shout of the king is among us praise him praise him praise him in everything give you praise for you deserve it give you praise for what you ve done give you praise for you are able ll give you praise til overcome give you praise when the sun is shining give you praise in the dark of night give you praise when the battle rages give you praise til it works out right heaven opens as we sing your praise angels join us as we praise your name heaven opens as we sing your praise angels join us as we praise your name praise him praise him praise him praise him praise him praise him praise him in everything praise him in everything,2017-01-09 03:25:03.703683,en
981,made me glad,2,will bless the lord forever will trust him at all times he has delivered me from all fear he has set my feet upon rock will not be moved and ll say of the lord you are my shield my strength my portion deliverer my shelter strong tower my very present help in time of need whom have in heaven but you there none desire besides you you have made me glad and ll say of the lord,2018-05-31 22:40:21.734099,en
982,through it all,2,you are forever in my life you see me through the seasons cover me with your hand and lead me in your righteousness and look to you and wait on you ll sing to you lord hymn of love for your faithfulness to me carried in everlasting arms you ll never let me go through it all you are forever in my life you see me through the seasons cover me with your hand and lead me in your righteousness and look to you and wait on you ll sing to you lord hymn of love for your faithfulness to me carried in everlasting arms you ll never let me go ll sing to you lord hymn of love for your faithfulness to me carried in everlasting arms you ll never let me go through it all everlasting father love you ever living savior love you everlasting father love you ever living savior love you ll sing to you lord hymn of love for your faithfulness to me carried in everlasting arms you ll never let me go through it all,2018-09-12 01:54:43.863663,en
983,son of god,2,hold my hand and walk with me you re the light that makes me see on this path my soul you lead my shepherd walk with me need you more than breath you re my hope in you live angels worship at your throne power and glory to you alone my savior glorious one my redeemer living in my heart now and forever your kingdom come jesus son of god jesus son of god jesus jesus holy is the lamb of god jesus jesus worthy is the lamb of god,2017-05-26 02:56:31.636022,en
984,one desire,2,you gave it all for me my soul desire my everything all am is devoted to you how could fail to see you are the love that rescued me and all am is devoted to you and oh how could not be moved lord here with you so have your way in me cause lord there is just one thing that will seek this is my cry my one desire just to be where you are lord now and forever it more than song my one desire is to be with you is to be with you jesus the one thing the one thing ask is to be with you,2018-01-02 20:17:52.553968,en
985,magnificent,2,who compares to you who set the stars in their place you who calmed the raging seas that came crashing over me who compares to you you who bring the morning light the hope of all the earth is rest assured in your great love you are magnificent eternally wonderful glorious jesus no one ever will compare last time to tags to you jesus where the evening fades you call forth songs of joy as the morning wakes we your children give you praise jesus no one ever will compare to you jesus no one ever will compare to you jesus,2018-08-02 01:23:07.470192,en
986,i adore,2,the universe is at your feet gives you praise evermore the stars will light the sky for you always god be praised and we sing the lord is on high the lord is on high adore you adore you and there none that compares to your majesty lord adore you adore you and stand in wonder of your love we will crown you king forever living saviour jesus redeemer lord of heaven robed in majesty crowned in glory creation adores you holy holy god almighty and forever the lord is exalted hear the angels shout his anthem ever living god we adore you,2018-03-09 14:07:42.050589,en
987,all i do,2,wanted to find where was going everything tried it took me nowhere was so tired of just living my life waiting for sign you came to my side gave me direction strong on the inside shine for you lord now it my time now ve made up my mind to be all you want for me all do is live my life for you know it true ll never let you go all do do anything for you everything is in your hands so get up get up and praise you and know where going know where going,2019-02-09 12:58:13.310810,en
988,with you,2,will sing about everything you are always will tell the world everything you ve done in me stand on higher ground was lost but now here with you my refuge my stronghold always with you faithful one holding on am always with you the future of the world is within your hands of love love reaches me am in awe of you,2017-02-12 03:14:30.248450,en
989,most high,2,want to see your face want to know your ways let your light shine upon us want to know your power come fill me once again lift me up in your hands of grace put new song in my mouth of praise to you and the world will see and fear your name put new song in my mouth of praise to you and the world will see and fear your name worthy worthy is the lord worthy worthy is the lord worthy worthy is the lord most high,2017-09-30 01:18:56.213756,en
990,king of majesty,2,you know that love you you know that want to know you so much more more than have before these words are from my heart these words are not made up will live for you am devoted to you pre chorus king of majesty have one desire just to be with you my lord just to be with you my lord chorus jesus you are the saviour of my soul and forever and ever ll give my praises to you jesus you are the saviour of my soul and forever and ever ll give my praises to you bridge jesus you are the saviour of my soul echo and forever and ever ll give my praises to you echo,2017-09-29 01:54:01.963549,en
991,all the heavens,2,holy holy are you lord the whole earth is filled with your glory let the nations rise to give honour and praise to your name let your face shine on us and the world will know you live all the heavens shout your praise beautiful is our god the universe will sing hallelujah to you our king,2017-10-12 11:30:08.126743,en
992,hear our prayer,2,hear our prayer spirit come how long for your sweet touch on my knees cry out jesus savior behold your child like deer longing for water my soul yearns only you can fill my deep hunger my heart burns my heart burns oceans deep mountains high my god cannot live without your love cannot live without your love,2017-04-06 23:44:05.624472,en
993,keep falling in love,2,am found in your embrace covered by your love you re my deepest dream know your love so strong spirit come you lift me up to heaven door you restored my soul come here without your touch need you so much need you more you re my rock and my redeemer the rock on which stand keep falling in love with you lord every beat of my heart breath that take through the seasons that change your love remains my hiding place my home fallin in love,2019-02-05 15:17:41.849419,en
994,your love is beautiful,2,you surrounded me with songs of praise you have bought me to this place where your love and grace move within my life now your message is my light your love is beautiful your love is beautiful it the reason why sing all around the world let the praise begin all around the world let the praise begin am planted here by the waters and living for the king have found my peace in the house of god this is where meant to be,2017-02-03 09:59:34.019082,en
995,god is great,2,all creation cries to you worshipping in spirit and in truth glory to the faithful one jesus christ god son all creation gives you praise you alone are truly great you alone are god who reigns for eternity god is great and his praise fills the earth fills the heavens and your name will be praised through all the world god is great sing his praise all the earth all the heavens cause were living for the glory of your name the glory of your name all to you oh god we bring jesus teach us how to live let your fire burn in us that all may hear and all may see holy is the lord the whole earth sings the whole earth sings x,2018-09-08 17:38:34.729915,en
996,at the cross,2,doamne isuse tu ma cunosti chiar si atunci cand gresesc eu stiu ma iubesti cu ta prezenta ma inconjori si orice vreme eu stiu ma iubesti eu stiu ma iubesti vin la cruce ngenuchiat unde viata tu ti ai dat dragostea ti ai aratat tu mormantu ai biruit slava cer ai dobandit viata dar ne ai daruit tu mergi nainte calea mi arati pe bratul tau stau eu stiu ma iubesti ai biruit ceru ai deschis ce ai promis implinit si atunci cand lumea se va sfarsi cu tine ceruri pe veci voi trai caci tu ai iubit,2018-05-18 18:38:19.907030,ro
997,emmanuel,2,together in this place of worship your greatness we proclaim we stand as one in giving you all glory and acclaim to you our hearts are open to you our hands we raise come take the place of honour in our lives emmanuel our god is with us prince of peace mighty one the ever living god see the praises of our saviour rise to open skies with the dawning of redemption your glory will arise for you alone are worthy here in zion you are praised our lord and king forever you will reign,2018-03-25 13:55:59.627042,en
998,you stand alone,2,will lay me down at your feet in worship and listen to the sweetest sound of all oh god you are my god how my heart it longs for you thirsty for your presence in my world cry out night and day for more to hold the majesty of you my god you stand alone and worship at your throne will look to see your power and glory jesus lord of all,2018-10-05 06:09:10.408915,en
999,irresistible,2,behold your power and glory bring an offering come before you worship you lord in the beauty of your holiness whenever call you re there redeemer and friend cherished beyond all words this love never ends morning by morning your mercy awakens my soul lift up my eyes to see the wonders of heaven opening over me your goodness abounds you ve taken my breath away with your irresistible love,2018-11-07 10:55:54.076315,en
1000,you are my world,2,my father adore you more than anything my heart could wish for just want you and jesus my beloved saviour everything am owe to you owe it all to you and angels come and adore you and we your children worship you you are my world you are my god and lay down my life for you you are my lord the one love no one could ever take your place and everything have give to you my lord the one live for live for you and all my days are gifts from you pray use them as you want me to use them for you,2019-01-02 17:40:27.541812,en
1001,everything that has breath,2,praise him in the sanctuary praise him in the mighty heavens praise him all the earth praise him praise him in his awesome power praise his great and holy name praise him the whole world praise him from the rising of the sun let his praise be heard from the east to the west and the north to south let everything that has breath praise the lord forever let everything in my soul praise the lord,2018-01-26 23:37:10.990734,en
1002,god so loved,2,god so loved the world that he gave god so loved the world that he gave his only son worthy is the lamb that was slain worthy is the lamb that was slain he risen from the dead he is risen he high and lifted up heaven and earth adore,2018-10-28 15:14:47.316799,en
1003,to you,2,here stand forever in your mighty hand living with your promise written on my heart am yours surrendered wholly to you you set me in your family calling me your own now belong to you lord need your spirit your word your truth hear my cry my deep desire to know you more in your name will lift my hands to the king this anthem of praise bring heaven knows long to love you with all am belong to you,2017-04-30 17:00:32.070713,en
1004,worthy is the lamb,2,thank you for the cross lord thank you for the price you paid bearing all my sin and shame in love you came and gave amazing grace thank you for this love lord thank you for the nail pierced hands washed me in your cleansing flow now all know your forgiveness and embrace worthy is the lamb seated on the throne crown you now with many crown you reign victorious high and lifted up jesus son of god the darling of heaven crucified worthy is the lamb worthy is the lamb,2018-05-13 03:15:36.769898,en
1005,forever,2,ll worship at your throne whisper my own love song with all my heart ll sing for you my dad and king ll live for all my days to put smile on your face and when we finally meet it ll be for eternity and oh how wide you open up your arms when need your love and how far you would come if ever was lost and you said that all you feel for me is undying love that you showed me through the cross ll worship you my god ll worship you my god love you love you forever will sing forever will be with you be with you,2018-04-20 03:01:11.655861,en
1006,my best friend,2,have you heard of the one called saviour have you heard of his perfect love have you heard of the one in heaven have you heard how he gave his son well have found this love and believe in the son show me your way believe in the one called saviour believe he the risen one believe that ll live forever believe that the king will come because have found this love and believe in the son show me your way jesus you are my best friend and you will always be nothing will ever change that x,2017-07-15 03:50:57.604008,en
1007,raza de soare ma numesc,2,raza de soare ma numesc lume ntreaga nveselesc aceasta datoria mea sa raspindesc lumina sa raza de soare viata mea raza de soare din lumina sa de cind sint cu isus viata mi umplut si copilul sau fericit facut aleluia aleluia aleluia aleluia aleluia aleluia alleluia lumea se zbuciuma asa in incercari in viata grea doar la isus poate afla salvarea si mintuirea,2017-10-25 16:57:26.038127,ro
1008,adu toate vasele goale,2,adu toate vasele goale la mine adu din casa ta si din jurul tau iata ce pot face acum eu pentru tine sa iti pun untdelemn in vase mai ai un vas daca ai fi adus la mine mai multe as fi pus in toate ulei sa fie pline si ai fi luat pe ele pret mare roaga te pentru cei ce au mantuire pentru cei din casa ta si din jurul tau iata ce pot face acum eu pentru tine pot sa le deschid inimile,2017-11-13 21:29:01.691416,ro
1010,ai deschis cerul tau,2,ai deschis cerul tau ai lasat slava ta si ai venit pentru mine un biet pacatos ai iubit asa mult ai murit la calvar sa deschizi ochii mei sa nteleg si sa te slavesc pentru cantec speranta si raza de soare lumina si pace pe mea carare pentru tot ce tu imi dai multumesc pentru zambetul tau inscris printre stele mangaierea ta in clipele grele pentru dragostea ta revarsata in mine ma nchin recunosc ca esti domn si rostesc multumesc cand la tine am venit cu povara mea grea ai primit sufletul ai mantuit de atunci viata mea ti am predat isus fiul celui preanalt ai facut prin sangele sfant,2017-05-15 06:42:40.176987,ro
1011,"rai luminos, cereasca mea tara",2,rai luminos cereasca mea tara caminul celor rascumparati cetatea mea cu strazi de aur esti visul meu scump dorul meu aprins odihna pace langa isus nu va mai fi suspin nici plans iertat prin har intra voi acolo iar tu isuse astepti cu drag vino imi spui caci locul te asteapta cu pret de sange ti am castigat rai luminos cereasca mea tara caminul celor rascumparati cetatea mea cu strazi de aur esti visul meu scump dorul meu aprins,2018-04-12 14:03:00.316370,ro
1012,ai grija gura mica ce vorbesti,2,ai grija gura mica ce vorbesti caci parintele de sus te priveste ne ncetat ai grija gura mica ce vorbesti ai grija ochisori unde privesti caci parintele de sus te priveste ne ncetat ai grija ochisori unde privesti ai grija urechiusa ce asculti caci parintele de sus te priveste ne ncetat ai grija urechiusa ce asculti ai grija inimioara ce iubesti caci parintele de sus te priveste ne ncetat ai grija inimioara ce iubesti ai grija piciorus unde pasesti caci parintele de sus te priveste ne ncetat ai grija piciorus unde pasesti ai grija mana mica ce lucrezi caci parintele de sus te priveste ne ncetat ai grija mana mica ce lucrezi,2019-01-18 18:30:44.303798,ro
1013,aici te astept azi,2,aici te astept azi locuieste min te rog tanjesc dupa tine din nou ascunzi in iubirea ti du ma pe genunchi sa te cunosc vreau tot mai mult traieste min viata mea inund respiri in min sa ma nalt pe aripi spre tin,2018-07-19 05:47:49.387267,ro
1014,"al meu domn, parinte",2,al meu domn parinte nimeni ca tine nu cat voi trai iti voi slavi lucrarea mainilor tale refugiu scapare in bratul tau eu gasesc prin gura mea cu tot ce am totdeauna lauda ti voi da strig catre tine doamne te caut tu esti imparatul puterea ti laud muntii se pleaca si marile tac cand rostim numele tau tot ce ai creat in splendoare azi sta eu vesnic ma nchin si iti dau lauda prin tine exist si prin harul tau sfant eu sunt,2018-11-24 07:06:05.021922,ro
1015,"aleluia, aleluia",2,aleluia aleluia iti cant azi si ma inchin in templul tau cel sfant esti imparat si domn in veci luceafarul preasfant aleluia aleluia aleluia,2018-01-16 11:24:58.927940,ro
